"Date","TSoil_2cm_degC","Tsoil_5cm_degC","Tsoil_10cm_degC","Tsoil_20cm_degC","Tsoil_50cm_degC","SoilHeatFlux_Wm2"
2020-03-31 10:10:00,3.702,4.009,4.385,5.084,6.036,21.908
2020-03-31 10:20:00,3.791,4.062,4.38,5.075,6.032,26.416
2020-03-31 10:30:00,3.887,4.082,4.402,5.082,6.035,30.919
2020-03-31 10:40:00,3.989,4.113,4.409,5.07,6.027,35.424
2020-03-31 10:50:00,4.09,4.153,4.404,5.055,6.032,40.067
2020-03-31 11:00:00,4.206,4.205,4.434,5.055,6.026,44.873
2020-03-31 11:10:00,4.325,4.244,4.445,5.045,6.023,49.437
2020-03-31 11:20:00,4.45,4.34,4.462,5.047,6.021,54.125
2020-03-31 11:30:00,4.547,4.338,4.477,5.035,6.018,57.41
2020-03-31 11:40:00,4.67,4.401,4.489,5.025,6.015,60.093
2020-03-31 11:50:00,4.779,4.492,4.523,5.038,6.012,61.785
2020-03-31 12:00:00,4.908,4.561,4.566,5.035,6.008,66.598
2020-03-31 12:10:00,5.021,4.629,4.586,5.03,6.007,62.129
2020-03-31 12:20:00,5.127,4.712,4.632,5.032,6.006,57.689
2020-03-31 12:30:00,5.215,4.76,4.648,5.026,6.004,51.613
2020-03-31 12:40:00,5.296,4.826,4.703,5.03,6.001,42.997
2020-03-31 12:50:00,5.382,4.885,4.73,5.048,5.999,37.902
2020-03-31 13:00:00,5.444,4.965,4.775,5.044,5.994,33.003
2020-03-31 13:10:00,5.486,4.995,4.814,5.051,5.993,29.993
2020-03-31 13:20:00,5.526,5.087,4.864,5.06,5.99,28.303
2020-03-31 13:30:00,5.571,5.116,4.881,5.075,5.984,26.869
2020-03-31 13:40:00,5.604,5.155,4.934,5.079,5.982,30.356
2020-03-31 13:50:00,5.624,5.189,4.968,5.096,5.977,45.838
2020-03-31 14:00:00,5.687,5.255,5.002,5.099,5.971,49.042
2020-03-31 14:10:00,5.724,5.271,5.041,5.107,5.969,56.514
2020-03-31 14:20:00,5.803,5.32,5.078,5.125,5.966,56.224
2020-03-31 14:30:00,5.87,5.375,5.102,5.136,5.961,45.824
2020-03-31 14:40:00,5.937,5.431,5.149,5.146,5.956,37.862
2020-03-31 14:50:00,5.966,5.461,5.186,5.16,5.959,33.509
2020-03-31 15:00:00,6.021,5.505,5.22,5.183,5.958,39.365
2020-03-31 15:10:00,6.038,5.576,5.254,5.207,5.953,38.96
2020-03-31 15:20:00,6.071,5.588,5.28,5.209,5.952,33.295
2020-03-31 15:30:00,6.107,5.643,5.321,5.234,5.947,32.127
2020-03-31 15:40:00,6.137,5.661,5.356,5.239,5.946,29.58
2020-03-31 15:50:00,6.149,5.717,5.402,5.254,5.941,28.799
2020-03-31 16:00:00,6.165,5.728,5.41,5.268,5.937,29.972
2020-03-31 16:10:00,6.176,5.762,5.449,5.292,5.935,29.849
2020-03-31 16:20:00,6.182,5.783,5.473,5.307,5.926,28.038
2020-03-31 16:30:00,6.184,5.799,5.492,5.316,5.925,25.806
2020-03-31 16:40:00,6.171,5.843,5.523,5.335,5.929,23.537
2020-03-31 16:50:00,6.164,5.848,5.543,5.351,5.924,21.002
2020-03-31 17:00:00,6.15,5.866,5.583,5.367,5.927,18.943
2020-03-31 17:10:00,6.127,5.884,5.594,5.391,5.922,17.072
2020-03-31 17:20:00,6.122,5.855,5.626,5.404,5.921,14.897
2020-03-31 17:30:00,6.11,5.895,5.634,5.42,5.922,12.482
2020-03-31 17:40:00,6.078,5.904,5.649,5.436,5.92,9.736
2020-03-31 17:50:00,6.068,5.911,5.679,5.452,5.917,6.46
2020-03-31 18:00:00,6.029,5.91,5.69,5.472,5.92,3.307
2020-03-31 18:10:00,5.999,5.904,5.711,5.483,5.922,0.181
2020-03-31 18:20:00,5.968,5.905,5.725,5.497,5.92,-2.845
2020-03-31 18:30:00,5.919,5.91,5.711,5.52,5.925,-5.731
2020-03-31 18:40:00,5.882,5.896,5.744,5.543,5.924,-8.554
2020-03-31 18:50:00,5.833,5.895,5.758,5.555,5.928,-11.415
2020-03-31 19:00:00,5.78,5.875,5.761,5.579,5.925,-13.647
2020-03-31 19:10:00,5.702,5.867,5.768,5.588,5.932,-15.922
2020-03-31 19:20:00,5.625,5.839,5.787,5.601,5.928,-18.193
2020-03-31 19:30:00,5.557,5.827,5.782,5.612,5.934,-19.978
2020-03-31 19:40:00,5.464,5.776,5.769,5.613,5.938,-21.599
2020-03-31 19:50:00,5.395,5.751,5.773,5.636,5.933,-22.803
2020-03-31 20:00:00,5.308,5.733,5.757,5.637,5.944,-23.742
2020-03-31 20:10:00,5.217,5.684,5.751,5.661,5.942,-24.819
2020-03-31 20:20:00,5.153,5.652,5.748,5.667,5.946,-25.639
2020-03-31 20:30:00,5.075,5.602,5.751,5.667,5.943,-26.214
2020-03-31 20:40:00,5.013,5.556,5.713,5.672,5.942,-26.639
2020-03-31 20:50:00,4.932,5.516,5.681,5.682,5.954,-27.166
2020-03-31 21:00:00,4.879,5.505,5.66,5.691,5.945,-27.502
2020-03-31 21:10:00,4.83,5.457,5.661,5.689,5.951,-27.901
2020-03-31 21:20:00,4.788,5.417,5.648,5.692,5.949,-28.121
2020-03-31 21:30:00,4.758,5.401,5.63,5.688,5.957,-28.012
2020-03-31 21:40:00,4.712,5.349,5.586,5.692,5.956,-28.035
2020-03-31 21:50:00,4.654,5.329,5.592,5.703,5.955,-28.333
2020-03-31 22:00:00,4.618,5.275,5.56,5.682,5.96,-28.837
2020-03-31 22:10:00,4.553,5.255,5.534,5.693,5.961,-29.365
2020-03-31 22:20:00,4.499,5.226,5.524,5.699,5.959,-29.992
2020-03-31 22:30:00,4.441,5.193,5.498,5.693,5.965,-30.505
2020-03-31 22:40:00,4.401,5.152,5.484,5.702,5.965,-30.825
2020-03-31 22:50:00,4.348,5.112,5.456,5.69,5.965,-31.045
2020-03-31 23:00:00,4.305,5.076,5.438,5.691,5.963,-31.373
2020-03-31 23:10:00,4.255,5.047,5.429,5.688,5.974,-31.637
2020-03-31 23:20:00,4.213,5.008,5.399,5.687,5.976,-32.011
2020-03-31 23:30:00,4.143,4.971,5.363,5.676,5.972,-32.539
2020-03-31 23:40:00,4.115,4.944,5.348,5.672,5.978,-33.007
2020-03-31 23:50:00,4.053,4.892,5.329,5.674,5.979,-33.167
2020-04-01 00:00:00,4.002,4.855,5.312,5.65,5.976,-33.139
2020-04-01 00:10:00,3.981,4.837,5.284,5.657,5.982,-33.176
2020-04-01 00:20:00,3.93,4.832,5.258,5.65,5.985,-33.196
2020-04-01 00:30:00,3.908,4.763,5.217,5.644,5.982,-33.201
2020-04-01 00:40:00,3.842,4.713,5.198,5.609,5.987,-33.247
2020-04-01 00:50:00,3.797,4.694,5.164,5.604,5.986,-33.364
2020-04-01 01:00:00,3.769,4.664,5.137,5.596,5.99,-33.556
2020-04-01 01:10:00,3.724,4.616,5.118,5.599,5.991,-33.727
2020-04-01 01:20:00,3.681,4.586,5.097,5.581,5.992,-33.975
2020-04-01 01:30:00,3.652,4.542,5.073,5.576,5.994,-34.19
2020-04-01 01:40:00,3.609,4.53,5.047,5.569,5.994,-34.121
2020-04-01 01:50:00,3.569,4.49,5.019,5.55,5.999,-34.129
2020-04-01 02:00:00,3.525,4.439,4.994,5.542,5.999,-34.199
2020-04-01 02:10:00,3.493,4.422,4.974,5.532,6,-34.526
2020-04-01 02:20:00,3.467,4.391,4.946,5.522,5.995,-34.526
2020-04-01 02:30:00,3.427,4.371,4.926,5.518,6.007,-34.685
2020-04-01 02:40:00,3.39,4.343,4.897,5.506,6.003,-34.878
2020-04-01 02:50:00,3.36,4.312,4.881,5.486,6.006,-34.83
2020-04-01 03:00:00,3.321,4.272,4.853,5.491,5.999,-34.823
2020-04-01 03:10:00,3.295,4.252,4.828,5.462,5.999,-34.904
2020-04-01 03:20:00,3.255,4.231,4.813,5.454,6.007,-34.876
2020-04-01 03:30:00,3.257,4.206,4.799,5.455,6.009,-35.014
2020-04-01 03:40:00,3.218,4.155,4.761,5.43,6.004,-35.025
2020-04-01 03:50:00,3.19,4.147,4.728,5.417,6.006,-34.861
2020-04-01 04:00:00,3.169,4.109,4.717,5.417,6.009,-34.772
2020-04-01 04:10:00,3.145,4.095,4.693,5.389,6.008,-35.089
2020-04-01 04:20:00,3.091,4.049,4.673,5.38,6.004,-35.289
2020-04-01 04:30:00,3.062,4.03,4.637,5.352,6.009,-35.399
2020-04-01 04:40:00,3.035,4.002,4.619,5.378,6.009,-35.497
2020-04-01 04:50:00,3.011,3.974,4.582,5.339,6.005,-35.631
2020-04-01 05:00:00,2.984,3.929,4.569,5.333,6.007,-35.729
2020-04-01 05:10:00,2.957,3.932,4.569,5.326,6.009,-35.724
2020-04-01 05:20:00,2.921,3.884,4.534,5.31,6.006,-35.689
2020-04-01 05:30:00,2.907,3.871,4.503,5.287,6.009,-35.619
2020-04-01 05:40:00,2.869,3.837,4.48,5.286,6.004,-35.572
2020-04-01 05:50:00,2.848,3.835,4.479,5.272,6.004,-35.514
2020-04-01 06:00:00,2.835,3.811,4.455,5.252,6.005,-35.454
2020-04-01 06:10:00,2.805,3.753,4.428,5.243,6.003,-35.273
2020-04-01 06:20:00,2.807,3.756,4.413,5.234,6.005,-35.062
2020-04-01 06:30:00,2.781,3.741,4.388,5.223,5.999,-34.816
2020-04-01 06:40:00,2.758,3.716,4.37,5.197,5.998,-34.429
2020-04-01 06:50:00,2.741,3.681,4.337,5.172,6.002,-33.805
2020-04-01 07:00:00,2.732,3.663,4.319,5.156,5.996,-33.081
2020-04-01 07:10:00,2.716,3.624,4.299,5.158,5.991,-32.181
2020-04-01 07:20:00,2.714,3.625,4.263,5.136,5.991,-31.123
2020-04-01 07:30:00,2.717,3.608,4.255,5.109,5.974,-29.956
2020-04-01 07:40:00,2.712,3.595,4.23,5.098,5.977,-28.68
2020-04-01 07:50:00,2.728,3.584,4.215,5.078,5.978,-27.335
2020-04-01 08:00:00,2.703,3.571,4.174,5.06,5.973,-25.912
2020-04-01 08:10:00,2.715,3.544,4.169,5.054,5.965,-24.325
2020-04-01 08:20:00,2.715,3.529,4.165,5.036,5.962,-22.66
2020-04-01 08:30:00,2.722,3.525,4.125,5.021,5.959,-20.696
2020-04-01 08:40:00,2.737,3.527,4.117,5.008,5.949,-18.171
2020-04-01 08:50:00,2.763,3.517,4.129,4.993,5.948,-15.191
2020-04-01 09:00:00,2.762,3.508,4.09,4.967,5.949,-11.975
2020-04-01 09:10:00,2.789,3.519,4.074,4.957,5.947,-8.633
2020-04-01 09:20:00,2.82,3.512,4.062,4.957,5.938,-5.469
2020-04-01 09:30:00,2.849,3.516,4.053,4.923,5.938,-2.367
2020-04-01 09:40:00,2.858,3.507,4.06,4.925,5.933,1.008
2020-04-01 09:50:00,2.87,3.507,4.052,4.902,5.933,5.662
2020-04-01 10:00:00,2.894,3.506,4.024,4.889,5.926,11.109
2020-04-01 10:10:00,2.947,3.536,4.036,4.876,5.923,16.198
2020-04-01 10:20:00,3.015,3.566,4.049,4.9,5.925,21.457
2020-04-01 10:30:00,3.092,3.585,4.048,4.879,5.92,26.414
2020-04-01 10:40:00,3.191,3.61,4.053,4.865,5.918,30.889
2020-04-01 10:50:00,3.28,3.625,4.049,4.85,5.913,35.82
2020-04-01 11:00:00,3.4,3.655,4.051,4.836,5.914,41.321
2020-04-01 11:10:00,3.533,3.695,4.054,4.832,5.911,46.136
2020-04-01 11:20:00,3.667,3.775,4.066,4.828,5.898,50.3
2020-04-01 11:30:00,3.815,3.813,4.085,4.821,5.904,54.141
2020-04-01 11:40:00,3.943,3.864,4.095,4.803,5.896,57.522
2020-04-01 11:50:00,4.083,3.941,4.12,4.795,5.898,60.48
2020-04-01 12:00:00,4.199,4.019,4.161,4.794,5.897,63.961
2020-04-01 12:10:00,4.339,4.087,4.184,4.788,5.892,67.004
2020-04-01 12:20:00,4.486,4.156,4.206,4.787,5.886,68.752
2020-04-01 12:30:00,4.614,4.249,4.26,4.788,5.883,70.992
2020-04-01 12:40:00,4.766,4.339,4.293,4.792,5.883,73.253
2020-04-01 12:50:00,4.867,4.408,4.321,4.79,5.873,74.725
2020-04-01 13:00:00,4.989,4.515,4.367,4.792,5.875,75.232
2020-04-01 13:10:00,5.114,4.588,4.427,4.801,5.867,76.199
2020-04-01 13:20:00,5.226,4.671,4.468,4.802,5.862,76.732
2020-04-01 13:30:00,5.328,4.748,4.507,4.816,5.861,77.094
2020-04-01 13:40:00,5.437,4.831,4.57,4.827,5.858,77.609
2020-04-01 13:50:00,5.532,4.918,4.611,4.835,5.846,77.489
2020-04-01 14:00:00,5.626,4.988,4.674,4.849,5.846,76.411
2020-04-01 14:10:00,5.723,5.078,4.723,4.865,5.842,74.812
2020-04-01 14:20:00,5.809,5.157,4.791,4.884,5.838,66.876
2020-04-01 14:30:00,5.883,5.218,4.846,4.887,5.839,62.538
2020-04-01 14:40:00,5.936,5.288,4.883,4.906,5.833,63.375
2020-04-01 14:50:00,6.003,5.37,4.954,4.922,5.834,62.711
2020-04-01 15:00:00,6.064,5.429,5.007,4.958,5.827,61.32
2020-04-01 15:10:00,6.079,5.477,5.03,4.955,5.823,59.568
2020-04-01 15:20:00,6.142,5.504,5.097,4.981,5.818,57.393
2020-04-01 15:30:00,6.193,5.581,5.135,4.999,5.812,54.655
2020-04-01 15:40:00,6.215,5.651,5.191,5.021,5.808,51.606
2020-04-01 15:50:00,6.251,5.67,5.239,5.044,5.811,48.206
2020-04-01 16:00:00,6.285,5.75,5.282,5.067,5.807,44.732
2020-04-01 16:10:00,6.311,5.767,5.323,5.085,5.805,41.247
2020-04-01 16:20:00,6.338,5.816,5.369,5.109,5.805,37.624
2020-04-01 16:30:00,6.358,5.847,5.426,5.132,5.805,34.184
2020-04-01 16:40:00,6.366,5.874,5.453,5.153,5.799,30.894
2020-04-01 16:50:00,6.378,5.906,5.499,5.172,5.791,27.643
2020-04-01 17:00:00,6.375,5.942,5.52,5.199,5.797,24.341
2020-04-01 17:10:00,6.376,5.977,5.566,5.226,5.792,21.263
2020-04-01 17:20:00,6.372,5.998,5.597,5.242,5.79,18.327
2020-04-01 17:30:00,6.368,6.019,5.63,5.27,5.795,15.232
2020-04-01 17:40:00,6.357,6.036,5.658,5.302,5.79,11.79
2020-04-01 17:50:00,6.33,6.04,5.67,5.312,5.788,8.662
2020-04-01 18:00:00,6.298,6.053,5.699,5.34,5.789,5.779
2020-04-01 18:10:00,6.271,6.064,5.722,5.361,5.792,3.125
2020-04-01 18:20:00,6.249,6.078,5.76,5.402,5.794,0.598
2020-04-01 18:30:00,6.218,6.082,5.78,5.41,5.794,-1.794
2020-04-01 18:40:00,6.178,6.08,5.79,5.437,5.794,-4.335
2020-04-01 18:50:00,6.128,6.069,5.804,5.45,5.793,-7.333
2020-04-01 19:00:00,6.07,6.063,5.822,5.475,5.795,-10.14
2020-04-01 19:10:00,5.984,6.037,5.831,5.483,5.801,-12.665
2020-04-01 19:20:00,5.951,6.03,5.84,5.511,5.801,-14.655
2020-04-01 19:30:00,5.868,6.006,5.846,5.518,5.805,-15.849
2020-04-01 19:40:00,5.792,5.974,5.836,5.547,5.803,-16.623
2020-04-01 19:50:00,5.713,5.967,5.845,5.563,5.806,-17.69
2020-04-01 20:00:00,5.645,5.926,5.839,5.574,5.81,-18.741
2020-04-01 20:10:00,5.585,5.892,5.824,5.579,5.808,-19.454
2020-04-01 20:20:00,5.521,5.885,5.815,5.598,5.813,-20.294
2020-04-01 20:30:00,5.482,5.848,5.826,5.612,5.815,-21.067
2020-04-01 20:40:00,5.407,5.831,5.82,5.633,5.813,-22.046
2020-04-01 20:50:00,5.352,5.777,5.833,5.651,5.816,-22.895
2020-04-01 21:00:00,5.27,5.751,5.805,5.645,5.821,-23.588
2020-04-01 21:10:00,5.214,5.715,5.799,5.659,5.821,-24.058
2020-04-01 21:20:00,5.141,5.687,5.757,5.669,5.827,-24.308
2020-04-01 21:30:00,5.06,5.615,5.747,5.661,5.828,-24.783
2020-04-01 21:40:00,5.019,5.602,5.73,5.662,5.825,-25.337
2020-04-01 21:50:00,4.937,5.578,5.727,5.675,5.83,-25.99
2020-04-01 22:00:00,4.894,5.501,5.688,5.686,5.833,-26.403
2020-04-01 22:10:00,4.842,5.493,5.687,5.688,5.834,-26.799
2020-04-01 22:20:00,4.775,5.441,5.669,5.681,5.84,-27.201
2020-04-01 22:30:00,4.742,5.429,5.64,5.693,5.843,-27.56
2020-04-01 22:40:00,4.68,5.382,5.633,5.698,5.846,-27.907
2020-04-01 22:50:00,4.638,5.355,5.599,5.693,5.847,-27.979
2020-04-01 23:00:00,4.618,5.357,5.596,5.699,5.85,-27.947
2020-04-01 23:10:00,4.567,5.289,5.565,5.693,5.854,-27.964
2020-04-01 23:20:00,4.533,5.248,5.543,5.685,5.854,-28.001
2020-04-01 23:30:00,4.5,5.236,5.523,5.673,5.856,-28.041
2020-04-01 23:40:00,4.491,5.227,5.503,5.692,5.863,-27.933
2020-04-01 23:50:00,4.44,5.162,5.446,5.681,5.862,-27.693
2020-04-02 00:00:00,4.425,5.135,5.444,5.675,5.871,-27.643
2020-04-02 00:10:00,4.399,5.127,5.427,5.672,5.871,-27.901
2020-04-02 00:20:00,4.371,5.096,5.421,5.679,5.874,-28.166
2020-04-02 00:30:00,4.325,5.054,5.402,5.66,5.874,-28.258
2020-04-02 00:40:00,4.292,5.016,5.383,5.652,5.88,-28.689
2020-04-02 00:50:00,4.27,5.012,5.365,5.668,5.877,-28.88
2020-04-02 01:00:00,4.209,4.962,5.33,5.642,5.885,-29.07
2020-04-02 01:10:00,4.183,4.933,5.308,5.633,5.888,-29.375
2020-04-02 01:20:00,4.134,4.906,5.299,5.626,5.89,-29.436
2020-04-02 01:30:00,4.109,4.895,5.267,5.628,5.89,-29.532
2020-04-02 01:40:00,4.07,4.85,5.264,5.628,5.89,-29.813
2020-04-02 01:50:00,4.033,4.814,5.239,5.615,5.9,-29.976
2020-04-02 02:00:00,4.008,4.788,5.205,5.598,5.891,-30.373
2020-04-02 02:10:00,3.947,4.739,5.176,5.592,5.899,-30.817
2020-04-02 02:20:00,3.92,4.749,5.163,5.586,5.904,-30.817
2020-04-02 02:30:00,3.895,4.704,5.144,5.584,5.907,-30.639
2020-04-02 02:40:00,3.852,4.67,5.129,5.573,5.905,-30.588
2020-04-02 02:50:00,3.816,4.642,5.084,5.556,5.908,-30.529
2020-04-02 03:00:00,3.757,4.613,5.062,5.541,5.907,-30.637
2020-04-02 03:10:00,3.739,4.598,5.05,5.545,5.91,-30.868
2020-04-02 03:20:00,3.708,4.546,5.04,5.521,5.911,-30.767
2020-04-02 03:30:00,3.675,4.515,5.014,5.516,5.914,-30.842
2020-04-02 03:40:00,3.642,4.515,4.975,5.495,5.918,-30.9
2020-04-02 03:50:00,3.603,4.463,4.961,5.497,5.918,-30.917
2020-04-02 04:00:00,3.586,4.44,4.94,5.498,5.919,-31.063
2020-04-02 04:10:00,3.539,4.414,4.918,5.484,5.915,-31.196
2020-04-02 04:20:00,3.499,4.367,4.893,5.453,5.919,-31.167
2020-04-02 04:30:00,3.48,4.371,4.874,5.445,5.925,-31.283
2020-04-02 04:40:00,3.456,4.343,4.869,5.452,5.922,-31.292
2020-04-02 04:50:00,3.412,4.285,4.824,5.432,5.92,-31.338
2020-04-02 05:00:00,3.384,4.269,4.821,5.411,5.922,-31.346
2020-04-02 05:10:00,3.382,4.268,4.799,5.417,5.925,-31.255
2020-04-02 05:20:00,3.357,4.234,4.77,5.408,5.925,-31.415
2020-04-02 05:30:00,3.318,4.213,4.757,5.388,5.927,-31.616
2020-04-02 05:40:00,3.309,4.174,4.727,5.371,5.93,-31.23
2020-04-02 05:50:00,3.288,4.144,4.713,5.358,5.926,-30.756
2020-04-02 06:00:00,3.268,4.145,4.694,5.355,5.929,-30.602
2020-04-02 06:10:00,3.257,4.144,4.687,5.347,5.93,-30.49
2020-04-02 06:20:00,3.239,4.102,4.648,5.322,5.93,-29.386
2020-04-02 06:30:00,3.244,4.078,4.622,5.305,5.924,-27.784
2020-04-02 06:40:00,3.223,4.074,4.616,5.297,5.92,-26.442
2020-04-02 06:50:00,3.215,4.028,4.588,5.276,5.924,-25.26
2020-04-02 07:00:00,3.224,4.034,4.575,5.28,5.922,-24.071
2020-04-02 07:10:00,3.209,4.003,4.549,5.263,5.924,-22.607
2020-04-02 07:20:00,3.214,3.997,4.528,5.261,5.918,-21.078
2020-04-02 07:30:00,3.242,3.984,4.532,5.24,5.919,-18.63
2020-04-02 07:40:00,3.228,3.965,4.507,5.224,5.913,-16.203
2020-04-02 07:50:00,3.253,3.948,4.488,5.199,5.921,-14.937
2020-04-02 08:00:00,3.27,3.956,4.468,5.209,5.914,-14.48
2020-04-02 08:10:00,3.301,3.965,4.461,5.184,5.911,-14.015
2020-04-02 08:20:00,3.307,3.952,4.445,5.165,5.908,-13.209
2020-04-02 08:30:00,3.341,3.936,4.43,5.145,5.905,-11.321
2020-04-02 08:40:00,3.381,3.937,4.42,5.136,5.899,-8.673
2020-04-02 08:50:00,3.435,3.94,4.41,5.122,5.897,-5.75
2020-04-02 09:00:00,3.51,3.959,4.402,5.108,5.892,-2.24
2020-04-02 09:10:00,3.581,3.986,4.393,5.108,5.889,1.72
2020-04-02 09:20:00,3.67,3.996,4.397,5.099,5.885,3.198
2020-04-02 09:30:00,3.705,4.003,4.395,5.063,5.883,5.564
2020-04-02 09:40:00,3.782,4.027,4.398,5.077,5.881,10.857
2020-04-02 09:50:00,3.853,4.076,4.393,5.057,5.884,18.079
2020-04-02 10:00:00,3.904,4.098,4.406,5.049,5.875,22.708
2020-04-02 10:10:00,3.997,4.127,4.419,5.039,5.88,27.125
2020-04-02 10:20:00,4.082,4.15,4.413,5.045,5.877,34.071
2020-04-02 10:30:00,4.215,4.206,4.43,5.028,5.869,33.718
2020-04-02 10:40:00,4.335,4.266,4.452,5.032,5.868,30.242
2020-04-02 10:50:00,4.424,4.298,4.466,5.012,5.866,30.675
2020-04-02 11:00:00,4.526,4.357,4.479,5.001,5.866,41.774
2020-04-02 11:10:00,4.625,4.412,4.503,5.006,5.864,45.327
2020-04-02 11:20:00,4.743,4.463,4.532,5.003,5.86,52.413
2020-04-02 11:30:00,4.881,4.544,4.535,4.996,5.861,52.419
2020-04-02 11:40:00,5.02,4.599,4.591,5.006,5.862,45.235
2020-04-02 11:50:00,5.129,4.675,4.625,5.003,5.858,40.686
2020-04-02 12:00:00,5.227,4.761,4.654,5.005,5.86,36.309
2020-04-02 12:10:00,5.314,4.828,4.694,5,5.859,31.684
2020-04-02 12:20:00,5.388,4.898,4.737,5.02,5.856,30.563
2020-04-02 12:30:00,5.473,4.96,4.766,5.015,5.856,31.954
2020-04-02 12:40:00,5.536,5.009,4.821,5.017,5.846,37.481
2020-04-02 12:50:00,5.617,5.088,4.861,5.036,5.845,42.564
2020-04-02 13:00:00,5.694,5.156,4.888,5.05,5.847,40.345
2020-04-02 13:10:00,5.784,5.201,4.947,5.052,5.843,39.056
2020-04-02 13:20:00,5.849,5.275,4.975,5.063,5.834,43.026
2020-04-02 13:30:00,5.92,5.33,5.026,5.077,5.835,45.584
2020-04-02 13:40:00,5.993,5.388,5.077,5.087,5.834,55.121
2020-04-02 13:50:00,6.053,5.458,5.096,5.096,5.83,63.824
2020-04-02 14:00:00,6.15,5.499,5.152,5.108,5.824,56.79
2020-04-02 14:10:00,6.22,5.552,5.171,5.133,5.827,54.851
2020-04-02 14:20:00,6.285,5.61,5.22,5.139,5.823,52.437
2020-04-02 14:30:00,6.345,5.662,5.268,5.156,5.822,53.588
2020-04-02 14:40:00,6.407,5.728,5.313,5.173,5.812,55.159
2020-04-02 14:50:00,6.459,5.78,5.359,5.19,5.811,55.371
2020-04-02 15:00:00,6.511,5.818,5.389,5.2,5.812,55.949
2020-04-02 15:10:00,6.558,5.896,5.422,5.218,5.808,54.719
2020-04-02 15:20:00,6.608,5.958,5.478,5.242,5.808,50.179
2020-04-02 15:30:00,6.653,5.972,5.529,5.253,5.808,48.494
2020-04-02 15:40:00,6.683,6.038,5.555,5.278,5.808,46.411
2020-04-02 15:50:00,6.707,6.089,5.608,5.309,5.804,44.476
2020-04-02 16:00:00,6.738,6.134,5.634,5.305,5.803,41.907
2020-04-02 16:10:00,6.764,6.174,5.666,5.338,5.799,38.876
2020-04-02 16:20:00,6.777,6.218,5.7,5.358,5.802,35.443
2020-04-02 16:30:00,6.791,6.23,5.731,5.374,5.806,32.296
2020-04-02 16:40:00,6.806,6.259,5.787,5.398,5.798,29.684
2020-04-02 16:50:00,6.802,6.282,5.807,5.418,5.801,27.28
2020-04-02 17:00:00,6.807,6.309,5.85,5.439,5.804,24.39
2020-04-02 17:10:00,6.804,6.322,5.889,5.462,5.798,20.819
2020-04-02 17:20:00,6.802,6.369,5.898,5.478,5.798,17.213
2020-04-02 17:30:00,6.793,6.408,5.955,5.506,5.798,13.669
2020-04-02 17:40:00,6.76,6.382,5.963,5.527,5.799,10.633
2020-04-02 17:50:00,6.742,6.396,5.99,5.553,5.802,7.69
2020-04-02 18:00:00,6.724,6.429,6.018,5.571,5.807,4.629
2020-04-02 18:10:00,6.69,6.427,6.034,5.602,5.799,2.05
2020-04-02 18:20:00,6.645,6.445,6.069,5.615,5.807,-0.118
2020-04-02 18:30:00,6.618,6.424,6.064,5.621,5.808,-2.109
2020-04-02 18:40:00,6.573,6.413,6.084,5.644,5.812,-3.991
2020-04-02 18:50:00,6.518,6.396,6.096,5.665,5.808,-5.742
2020-04-02 19:00:00,6.493,6.425,6.123,5.672,5.812,-7.369
2020-04-02 19:10:00,6.449,6.379,6.107,5.697,5.82,-9.007
2020-04-02 19:20:00,6.409,6.396,6.13,5.718,5.822,-10.476
2020-04-02 19:30:00,6.367,6.372,6.136,5.745,5.82,-11.797
2020-04-02 19:40:00,6.308,6.376,6.151,5.758,5.822,-12.942
2020-04-02 19:50:00,6.267,6.335,6.129,5.78,5.826,-14.212
2020-04-02 20:00:00,6.202,6.328,6.144,5.791,5.828,-15.866
2020-04-02 20:10:00,6.132,6.282,6.153,5.795,5.83,-17.139
2020-04-02 20:20:00,6.064,6.257,6.142,5.806,5.83,-17.737
2020-04-02 20:30:00,6.001,6.2,6.127,5.816,5.834,-18.537
2020-04-02 20:40:00,5.923,6.219,6.118,5.819,5.835,-19.162
2020-04-02 20:50:00,5.869,6.188,6.112,5.842,5.842,-18.92
2020-04-02 21:00:00,5.805,6.147,6.111,5.844,5.845,-18.396
2020-04-02 21:10:00,5.779,6.12,6.105,5.864,5.843,-17.423
2020-04-02 21:20:00,5.754,6.078,6.084,5.858,5.85,-16.27
2020-04-02 21:30:00,5.704,6.075,6.062,5.874,5.853,-15.39
2020-04-02 21:40:00,5.697,6.027,6.059,5.88,5.854,-15.303
2020-04-02 21:50:00,5.661,6.01,6.047,5.892,5.852,-14.623
2020-04-02 22:00:00,5.66,5.988,6.036,5.89,5.856,-13.406
2020-04-02 22:10:00,5.638,5.977,6.018,5.895,5.862,-12.358
2020-04-02 22:20:00,5.616,5.93,5.992,5.896,5.863,-11.955
2020-04-02 22:30:00,5.589,5.923,5.986,5.896,5.864,-13.197
2020-04-02 22:40:00,5.565,5.916,5.968,5.899,5.868,-15.4
2020-04-02 22:50:00,5.534,5.888,5.957,5.895,5.868,-17.339
2020-04-02 23:00:00,5.493,5.878,5.956,5.912,5.88,-18.628
2020-04-02 23:10:00,5.454,5.85,5.948,5.915,5.878,-18.009
2020-04-02 23:20:00,5.419,5.814,5.934,5.905,5.881,-16.35
2020-04-02 23:30:00,5.392,5.808,5.92,5.901,5.881,-14.613
2020-04-02 23:40:00,5.376,5.76,5.893,5.89,5.887,-13.408
